as_of,kr_mom,us_mom,kr_breadth,us_breadth,rel_strength,risk_score,macro_score,composite,signal,cost,kr_return,us_return,kr_return_usd,fx_return,blend_return,blend_return_usd,strategy_return,strategy_return_usd
2022-04-29,-0.0122,-0.0421,0.1818,0.3636,0.0234,-0.5245,-0.2597,-0.0254,Neutral,0.003,-0.0034,0.0001,0.0133,-0.0164,-0.0017,0.0067,-0.0047,0.0037
2022-05-31,-0.0137,0.002,0.2727,0.3636,0.0176,0.0255,-0.2641,-0.1661,US,0.003,-0.1315,-0.0839,-0.162,0.0364,-0.1077,-0.123,-0.0869,-0.0869
2022-06-30,-0.1315,-0.1223,0.0,0.1818,-0.0188,-0.5099,-0.2548,-0.357,US,0.0,0.051,0.0911,0.0385,0.012,0.071,0.0648,0.0911,0.0911
2022-07-29,-0.0452,0.0088,0.0909,0.3636,-0.0567,0.161,-0.2967,-0.5413,US,0.0,0.0084,-0.0424,-0.0204,0.0293,-0.017,-0.0314,-0.0424,-0.0424
2022-08-31,-0.0269,-0.0374,0.1818,0.1818,0.0036,-0.2657,-0.2585,-0.0317,Neutral,0.003,-0.1281,-0.0934,-0.1879,0.0736,-0.1107,-0.1406,-0.1137,-0.1436
2022-09-30,-0.1389,-0.1128,0.0,0.0,-0.0164,-0.6118,-0.2362,-0.3424,US,0.003,0.0641,0.0799,0.0746,-0.0098,0.072,0.0772,0.0769,0.0769
2022-10-31,-0.0589,-0.0016,0.0,0.2727,-0.015,0.0532,-0.2641,-0.4783,US,0.0,0.078,0.0538,0.1809,-0.0871,0.0659,0.1173,0.0538,0.0538
2022-11-30,0.0004,0.0342,0.5455,0.6364,-0.0194,0.3163,-0.2427,-0.3091,US,0.0,-0.0955,-0.059,-0.0662,-0.0313,-0.0772,-0.0626,-0.059,-0.059
2022-12-30,-0.0322,0.024,0.0909,0.5455,-0.0504,-0.1863,-0.2631,-0.5978,US,0.0,0.0896,0.0618,0.1212,-0.0219,0.0757,0.0915,0.0618,0.0618
2023-01-31,0.0467,0.047,0.6364,0.9091,0.001,0.2354,-0.2661,-0.1615,US,0.0,-0.005,-0.0261,-0.0725,0.0727,-0.0156,-0.0493,-0.0261,-0.0261
2023-02-28,-0.0254,-0.019,0.3636,0.5455,0.006,-0.0456,-0.2565,-0.1994,US,0.0,0.0265,0.0351,0.0398,-0.0128,0.0308,0.0374,0.0351,0.0351
2023-03-31,0.0525,0.0621,0.6364,0.7273,-0.0217,0.0236,-0.2799,-0.2483,US,0.0,0.01,0.0146,-0.0139,0.0242,0.0123,0.0003,0.0146,0.0146
2023-04-28,0.0504,0.0401,0.6364,0.8182,-0.0116,0.2654,-0.2454,-0.103,US,0.0,0.0302,0.0025,0.0437,-0.0129,0.0163,0.0231,0.0025,0.0025
2023-05-31,0.0176,0.0001,0.5455,0.3636,0.0094,0.063,-0.2592,0.1813,KR,0.003,-0.005,0.0647,-0.0009,-0.0041,0.0299,0.0319,-0.008,-0.0039
2023-06-30,0.0345,0.0852,0.5455,0.8182,-0.0632,0.3913,-0.2788,-0.5006,US,0.003,0.0266,0.0311,0.0566,-0.0283,0.0289,0.0439,0.0281,0.0281
2023-07-31,0.0474,0.0645,0.7273,1.0,-0.0506,0.2768,-0.2473,-0.366,US,0.0,-0.029,-0.0177,-0.0636,0.037,-0.0234,-0.0407,-0.0177,-0.0177
2023-08-31,0.0145,0.0468,0.6364,0.7273,-0.0617,0.4025,-0.2654,-0.367,US,0.0,-0.0357,-0.0487,-0.0566,0.0205,-0.0422,-0.0527,-0.0487,-0.0487
2023-09-29,-0.0072,-0.0152,0.4545,0.3636,-0.0274,-0.1843,-0.2843,-0.0623,Neutral,0.003,-0.0531,-0.022,-0.0535,-0.0001,-0.0375,-0.0377,-0.0405,-0.0407
2023-10-31,-0.1117,-0.0323,0.0,0.2727,-0.0777,0.1369,-0.3092,-0.6015,US,0.003,0.113,0.0892,0.1582,-0.039,0.1011,0.1237,0.0862,0.0862
2023-11-30,0.0276,0.0531,0.6364,0.8182,-0.0396,0.4968,-0.2923,-0.3466,US,0.0,0.0473,0.0442,0.0555,-0.0038,0.0458,0.0499,0.0442,0.0442
2023-12-29,0.0372,0.0707,0.8182,1.0,-0.0379,0.418,-0.2765,-0.386,US,0.0,-0.0647,0.0159,-0.0803,0.0303,-0.0244,-0.0322,0.0159,0.0159
2024-01-31,0.0047,0.0526,0.2727,0.9091,-0.0922,0.1513,-0.2699,-0.5601,US,0.0,0.0582,0.0517,0.0572,0.0009,0.0549,0.0545,0.0517,0.0517
2024-02-29,0.0579,0.0715,0.7273,0.9091,-0.0533,0.3098,-0.282,-0.3299,US,0.0,0.0395,0.031,0.0315,0.0077,0.0352,0.0313,0.031,0.031
2024-03-29,0.0271,0.1036,0.8182,1.0,-0.0519,0.2909,-0.2643,-0.5202,US,0.0,-0.0199,-0.0397,-0.0484,0.03,-0.0298,-0.044,-0.0397,-0.0397
2024-04-30,0.0891,0.0636,0.7273,0.9091,0.0064,0.026,-0.2617,-0.0097,Neutral,0.003,-0.0206,0.048,-0.018,-0.0027,0.0137,0.015,0.0107,0.012
2024-05-31,0.0199,0.0684,0.5455,1.0,-0.0674,0.3614,-0.2549,-0.5121,US,0.003,0.0612,0.0347,0.0619,-0.0007,0.0479,0.0483,0.0317,0.0317
2024-06-28,0.0269,0.036,0.5455,1.0,-0.0245,0.3966,-0.2555,-0.2731,US,0.0,-0.0097,0.0113,-0.0013,-0.0084,0.0008,0.005,0.0113,0.0113
2024-07-31,0.058,0.0742,0.7273,1.0,-0.0312,-0.1475,-0.264,-0.3968,US,0.0,-0.0348,0.0228,-0.0113,-0.0238,-0.006,0.0058,0.0228,0.0228
2024-08-30,0.0229,0.0684,0.5455,1.0,-0.0857,0.3813,-0.2538,-0.5098,US,0.0,-0.0303,0.0202,-0.0159,-0.0146,-0.0051,0.0021,0.0202,0.0202
2024-09-30,0.0134,0.0738,0.5455,0.9091,-0.1124,0.0133,-0.2519,-0.6007,US,0.0,-0.0143,-0.0099,-0.0542,0.0422,-0.0121,-0.0321,-0.0099,-0.0099
2024-10-31,0.0215,0.0541,0.6364,0.9091,-0.1004,-0.1226,-0.2297,-0.5238,US,0.0,-0.0392,0.0573,-0.0544,0.0161,0.009,0.0014,0.0573,0.0573
2024-11-29,-0.0166,0.0866,0.5455,1.0,-0.1692,0.5563,-0.2333,-0.5619,US,0.0,-0.023,-0.025,-0.0726,0.0589,-0.024,-0.0488,-0.025,-0.025
2024-12-31,-0.0573,0.0006,0.3636,0.7273,-0.1196,-0.1153,-0.2542,-0.6167,US,0.0,0.0494,0.027,0.0595,-0.0143,0.0382,0.0433,0.027,0.027
2025-01-31,0.0118,0.046,0.5455,0.8182,-0.0724,0.2258,-0.2712,-0.4784,US,0.0,0.0061,-0.0142,0.0023,0.0038,-0.0041,-0.006,-0.0142,-0.0142
2025-02-28,0.0304,0.0187,0.4545,0.8182,-0.0288,-0.11,-0.257,-0.232,US,0.0,-0.0204,-0.0575,-0.0276,0.0074,-0.039,-0.0426,-0.0575,-0.0575
2025-03-31,-0.0079,-0.011,0.4545,0.5455,0.0111,-0.0583,-0.2796,-0.0912,US,0.0,0.0304,-0.0076,0.0647,-0.0322,0.0114,0.0285,-0.0076,-0.0076
2025-04-30,0.0331,-0.0294,0.6364,0.3636,0.0511,-0.2667,-0.2837,0.3906,KR,0.003,0.0552,0.0615,0.087,-0.0293,0.0583,0.0743,0.0522,0.084
2025-05-30,0.1017,-0.0005,0.7273,0.6364,0.04,0.434,-0.2597,0.4537,KR,0.0,0.1386,0.0496,0.1641,-0.0219,0.0941,0.1069,0.1386,0.1641
2025-06-30,0.2517,0.0439,0.9091,0.6364,0.1534,0.3854,-0.258,0.5741,KR,0.0,0.0566,0.0217,0.0264,0.0294,0.0391,0.024,0.0566,0.0264
2025-07-31,0.2299,0.04,1.0,0.8182,0.116,0.2075,-0.2511,0.5233,KR,0.0,-0.0183,0.0191,-0.0158,-0.0025,0.0004,0.0016,-0.0183,-0.0158
2025-08-29,0.1234,0.0473,0.9091,0.9091,0.074,0.448,-0.2199,0.4201,KR,0.0,0.0749,0.0353,0.0633,0.0109,0.0551,0.0493,0.0749,0.0633
2025-09-30,0.1393,0.0587,1.0,0.9091,0.064,0.243,-0.243,0.4451,KR,0.0,0.1994,0.0227,0.1784,0.0179,0.111,0.1005,0.1994,0.1784
2025-10-31,0.2546,0.049,1.0,0.7273,0.248,0.0889,-0.2634,0.5289,KR,0.0,-0.044,0.0013,-0.0691,0.0269,-0.0214,-0.0339,-0.044,-0.0691
2025-11-28,0.1604,0.0493,1.0,0.9091,0.1693,0.1826,-0.279,0.4642,KR,0.0,0.0732,-0.0005,0.095,-0.0184,0.0364,0.0473,0.0732,0.095
2025-12-31,0.0968,0.0257,1.0,0.8182,0.1642,0.4318,-0.2796,0.5196,KR,0.0,0.2123,0.0137,0.2053,0.0071,0.113,0.1095,0.2123,0.2053
2026-01-30,0.2391,0.0603,1.0,1.0,0.359,-0.0089,-0.2768,0.379,KR,0.0,0.1952,-0.0087,0.2043,-0.0076,0.0933,0.0978,0.1952,0.2043
2026-02-27,0.421,0.0805,1.0,0.9091,0.5504,-0.0814,-0.2847,0.4305,KR,0.0,-0.1908,-0.0509,-0.2268,0.0465,-0.1209,-0.1389,-0.1908,-0.2268
2026-03-31,0.0847,0.0082,0.8182,0.5455,0.206,-0.2458,-0.2599,0.4527,KR,0.0,0.2255,0.0915,0.2587,-0.0263,0.1585,0.1751,0.2255,0.2587
